selection_ordinal	filename	url	x_offset	y_offset	source_x_size	source_y_size	source_data_type	decoded_bytes	source_bytes	sha256
136	tileSG-014-043_1-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-014-043/tileSG-014-043_1-2.tif	77499	24241	450	450	Int16	405000	406513	935e2c739d1bd3916086ada1576082d0f27da35695c4b0219b2338b6f65d2f07
137	tileSG-014-026_2-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-014-026/tileSG-014-026_2-2.tif	46899	24691	450	450	Int16	405000	406513	3de0f87470183d679b9a6793cb7643bdc77d7bfbc58015671353a4288abc9328
138	tileSG-014-047_2-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-014-047/tileSG-014-047_2-4.tif	85599	24691	450	450	Int16	405000	406513	8eda6aa95a639f2753932c88dce012ff5dbf341cc207912bc2cf0bb06ccdf553
139	tileSG-014-053_3-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-014-053/tileSG-014-053_3-4.tif	96399	25141	450	450	Int16	405000	406513	814be336bab252338d9cf58135bc4d50b79e8168d597b4c437c6e612d00b6dec
140	tileSG-014-020_4-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-014-020/tileSG-014-020_4-3.tif	36549	25591	450	450	Int16	405000	406513	dd658ef89cb63463ce6045c94629fd3511ca3388ce0f77f13896de54935ba7da
141	tileSG-014-041_4-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-014-041/tileSG-014-041_4-1.tif	73449	25591	450	450	Int16	405000	406513	54fcd8ddbeb96d450cc3c25968c7b839c9fed1a9822441d27aa4462d46b1f293
142	tileSG-014-051_4-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-014-051/tileSG-014-051_4-1.tif	91449	25591	450	450	Int16	405000	406511	53d47b829b67051cb327a2046ba774b5962b179c9320f966dbe03fa505331394
143	tileSG-014-057_4-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-014-057/tileSG-014-057_4-2.tif	102699	25591	450	450	Int16	405000	406513	38493bfe0eabc73c7e09a5d7f902df9d31c53af4ff4551a3aa9b9b2d27a1db90
144	tileSG-014-064_4-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-014-064/tileSG-014-064_4-1.tif	114849	25591	450	450	Int16	405000	406513	e25b64fc05e00d663220f53bcefdd210913dde90c1ad566212860982ee373ee3
145	tileSG-014-067_4-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-014-067/tileSG-014-067_4-2.tif	120699	25591	450	450	Int16	405000	406513	8461e925dffdb5c482bb4606a331af4a3ba95c28bdcaa97fcda2bdda626457a6
146	tileSG-014-069_4-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-014-069/tileSG-014-069_4-4.tif	125199	25591	450	450	Int16	405000	406513	50096448123d64ac431e4eed4c72a3d3b9241611f83bdc622fc064749f0395d4
147	tileSG-014-073_4-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-014-073/tileSG-014-073_4-3.tif	131949	25591	450	450	Int16	405000	406513	32aafd5a2af10453f1eb8048e9469858fb4ec2a891d8d6696e99181c081f4b0a
148	tileSG-015-044_1-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-015-044/tileSG-015-044_1-4.tif	80199	26041	450	450	Int16	405000	406513	5b0cfd6b95c29680cd878b3912c1b05551ff191a6b08fdf4c6f4f54a6f738243
149	tileSG-015-023_2-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-015-023/tileSG-015-023_2-3.tif	41949	26491	450	450	Int16	405000	406513	480ac39316a38320663a4a4c1e07a38c9fba2633e4ca8df75160ad65438777df
150	tileSG-015-053_3-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-015-053/tileSG-015-053_3-4.tif	96399	26941	450	450	Int16	405000	406513	f89f7de0e07ea0317fbb8e5329b1081559fda88b8c17bc240f6b46054f6985f5
151	tileSG-015-046_4-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-015-046/tileSG-015-046_4-2.tif	82899	27391	450	450	Int16	405000	406513	c72e6501b45d5f08197df217b6399e25ea841146275700b29b829f95bd1b9001
152	tileSG-015-048_4-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-015-048/tileSG-015-048_4-4.tif	87399	27391	450	450	Int16	405000	406513	1e4722605516c98ddf6031a9322af470269dc8c1f9633eca782551fb884d8040
153	tileSG-015-068_4-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-015-068/tileSG-015-068_4-3.tif	122949	27391	450	450	Int16	405000	406511	5baeb21c8ca7ed2070fdaa32a5115d7b3c8c2e0558c78c49b9d3afe47fecdfbf
154	tileSG-015-074_4-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-015-074/tileSG-015-074_4-2.tif	133299	27391	450	450	Int16	405000	406513	e87ddc82bfc0a5e6627f62bf8609561ad1ffc6c7e131685e6032587e49087ca0
155	tileSG-016-027_1-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-016-027/tileSG-016-027_1-1.tif	48249	27841	450	450	Int16	405000	406513	dda8cf9722dfc8ed0d6e6d44210e66b43b55e4404f78b0cac3f784e12e0cb5cd
156	tileSG-016-040_1-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-016-040/tileSG-016-040_1-4.tif	72999	27841	450	450	Int16	405000	406513	4d1257ad1e086a33dfd594bb4c04e56680ccfa48c0cea6aae9efd5b18db1a0ad
157	tileSG-016-051_2-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-016-051/tileSG-016-051_2-3.tif	92349	28291	450	450	Int16	405000	406513	c741d0328888bc64b8f0241f482c06086886ce045d4a47a6cd31b8f053d84700
158	tileSG-016-070_2-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-016-070/tileSG-016-070_2-4.tif	126999	28291	450	450	Int16	405000	406513	3d1db8b9069b9ba39a777acbcc52587999315a82a86881875ecfb911d610be24
159	tileSG-016-023_3-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-016-023/tileSG-016-023_3-3.tif	41949	28741	450	450	Int16	405000	406513	1fe42b73f272e37d1c88373ed5827757506a418af271bd4dd4599208d7fda166
160	tileSG-016-044_3-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-016-044/tileSG-016-044_3-2.tif	79299	28741	450	450	Int16	405000	406513	124bf8736c808398f20dbefba73257259b4936f929ec0399493be1faeba2d0fe
161	tileSG-016-063_3-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-016-063/tileSG-016-063_3-2.tif	113499	28741	450	450	Int16	405000	406513	884d75c097fd85d8182d7ba9de48f5f58aaad51c2c8090fe08cb74f0dd345b20
162	tileSG-016-047_4-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-016-047/tileSG-016-047_4-2.tif	84699	29191	450	450	Int16	405000	406513	075c6e2c0a83faddc5c92abf2c576b04213b4681614878753550de0262a87997
163	tileSG-016-056_4-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-016-056/tileSG-016-056_4-4.tif	101799	29191	450	450	Int16	405000	406513	7667d4aeabeddf109d861621fb27c701d073a78e4df2ff1a085cff8ad400be35
164	tileSG-016-075_4-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-016-075/tileSG-016-075_4-2.tif	135099	29191	450	450	Int16	405000	406513	75f0baee0d85b76af393c3823a54162a37ee8988866eee8e9ed40266cbe54aac
165	tileSG-017-068_1-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-017-068/tileSG-017-068_1-4.tif	123399	29641	450	450	Int16	405000	406513	4da0bc04f5075e227f3de9a84e433c97b77f4a52e5f2867546d909c250bbd7d5
166	tileSG-017-028_2-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-017-028/tileSG-017-028_2-2.tif	50499	30091	450	450	Int16	405000	406513	c344039440b54af09ccfef9ded8d85e87bc7162beab7dda31f2c2c523a0229a8
167	tileSG-017-050_2-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-017-050/tileSG-017-050_2-1.tif	89649	30091	450	450	Int16	405000	406513	d367cf9b6f7f7058173a7086df4bd26d2b50485ab108b772b7d739749da79c7a
168	tileSG-017-053_2-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-017-053/tileSG-017-053_2-3.tif	95949	30091	450	450	Int16	405000	406513	643b699cf51f4e90d489f7f3d09462391fc50a0128d95474e9c833e1155ed39f
169	tileSG-017-025_3-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-017-025/tileSG-017-025_3-3.tif	45549	30541	450	450	Int16	405000	406513	3a415da522f109e829cb3db4d8d3e2aa26cb1e373cdd09b2f1c99c2709e76a71
170	tileSG-017-042_4-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-017-042/tileSG-017-042_4-3.tif	76149	30991	450	450	Int16	405000	406513	6d04425a22ac8740abaf6d1cac0fed43a449429cb7d736348ad505677cc5edd7
171	tileSG-017-046_4-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-017-046/tileSG-017-046_4-2.tif	82899	30991	450	450	Int16	405000	406513	8705dd27fa410292a482b341d85f0a91cf0af4fb0a9872d4189c0c7245a9ba9c
172	tileSG-018-031_1-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-018-031/tileSG-018-031_1-3.tif	56349	31441	450	450	Int16	405000	406513	d7b59365cec2ecaf47c8c215aa5a3e2ada6d4ef00316010a7ffe55418595ebda
173	tileSG-018-072_1-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-018-072/tileSG-018-072_1-4.tif	130599	31441	450	450	Int16	405000	406513	723976210bb670f786214e7b51cc8b66759e8efc6ae67506051ad52e8dfa2a8d
174	tileSG-018-052_2-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-018-052/tileSG-018-052_2-4.tif	94599	31891	450	450	Int16	405000	406513	43889d4b9df6c7d92c7cf5ffde13f47cff755aeca8b4013b9ac4b12952e9770f
175	tileSG-018-055_2-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-018-055/tileSG-018-055_2-4.tif	99999	31891	450	450	Int16	405000	406513	9eccb98eaaa183e881bdcca695c08ce4394234562b8edd751d0d519a1d1d007c
176	tileSG-018-025_3-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-018-025/tileSG-018-025_3-1.tif	44649	32341	450	450	Int16	405000	406513	1c9edd2af0ecb7d123177c0ad9591c41198e132eb71a047e999c5c6ee9cd1e02
177	tileSG-018-028_3-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-018-028/tileSG-018-028_3-2.tif	50499	32341	450	450	Int16	405000	406513	fec2aa9b763d413f9bc5b029f0093151a889513ec77afbb8c71b4a25c5bcb62e
178	tileSG-018-049_3-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-018-049/tileSG-018-049_3-3.tif	88749	32341	450	450	Int16	405000	406513	9c8cbfaad271e532872e7310378b70ae4af17833b63b5da26dc91cd5ce935034
179	tileSG-018-068_3-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-018-068/tileSG-018-068_3-4.tif	123399	32341	450	450	Int16	405000	406513	275897a9ead8cf27976be04a9d3299f622893a0df2685cca556920a81f66459e
180	tileSG-019-076_1-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-019-076/tileSG-019-076_1-1.tif	136449	33241	450	450	Int16	405000	406513	b69f36398a69ac71de34c65bf3e05abe86bdabe3596c1d8309d3e7cb5dc7487a
181	tileSG-019-030_2-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-019-030/tileSG-019-030_2-3.tif	54549	33691	450	450	Int16	405000	406513	0d9db3e9de102755aca226e3fe044b3d657bfa2ffc054704c4b3a64c573a3db8
182	tileSG-019-047_2-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-019-047/tileSG-019-047_2-2.tif	84699	33691	450	450	Int16	405000	406513	851417a127c29514e9f3edef70b0f974ffd35b085e3a3b466a7e26697a39a42b
183	tileSG-019-052_2-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-019-052/tileSG-019-052_2-1.tif	93249	33691	450	450	Int16	405000	406513	3495c6abd5ba7904661c65e712db70d5f91b7d9053e74d910c8ba8ec38e9b4a3
184	tileSG-019-054_2-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-019-054/tileSG-019-054_2-4.tif	98199	33691	450	450	Int16	405000	406513	b8e9fc6c9aae22245a6db065f76bd16740f8eb22e0001306176274fe90c2fac2
185	tileSG-019-027_3-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-019-027/tileSG-019-027_3-2.tif	48699	34141	450	450	Int16	405000	406513	be14aed7fa10e07a5fb5f14540b4cac92d848cc10fbc7dec7af5fbfe61c24123
186	tileSG-019-069_3-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-019-069/tileSG-019-069_3-3.tif	124749	34141	450	450	Int16	405000	406513	2b7a742b27ae029b734fe91b7cee01325285358d0cdda44582a4f410317f164c
187	tileSG-019-072_3-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-019-072/tileSG-019-072_3-3.tif	130149	34141	450	450	Int16	405000	406513	30198fd904c9e506326776c260e4ffa6671e2106fdf8b1ec4871975853573eba
188	tileSG-019-033_4-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-019-033/tileSG-019-033_4-2.tif	59499	34591	450	450	Int16	405000	406513	525c038c99eced7dc35397a7c9bf536f97e9050b8acc1c81ff26b5b0ffc000fe
189	tileSG-020-074_1-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-020-074/tileSG-020-074_1-4.tif	134199	35041	450	450	Int16	405000	406513	29b497d56b97d58a2e03d20e11b4772f5c3c6e988c4ef12728c058d8581477d4
190	tileSG-020-079_1-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-020-079/tileSG-020-079_1-2.tif	142299	35041	450	450	Int16	405000	406513	a620fd76587b4e91c4513c8ae7bb23bf53f0c54246ad00cc0d4c3a28771e9da9
191	tileSG-020-024_2-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-020-024/tileSG-020-024_2-3.tif	43749	35491	450	450	Int16	405000	406513	81b26f39f574bf991216c67592c07ed591e24846e9934d57362a1bd12a22cd05
192	tileSG-020-047_2-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-020-047/tileSG-020-047_2-4.tif	85599	35491	450	450	Int16	405000	406513	087835ed19be24ddb4c13e79e24785a5255ed0d516381664c278595a2dc717e5
193	tileSG-020-035_3-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-020-035/tileSG-020-035_3-3.tif	63549	35941	450	450	Int16	405000	406513	f3b457e3c3bc7c75c774099bf4b628c2fa941caae201612b2c59bacbefdbc6c6
194	tileSG-020-051_3-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-020-051/tileSG-020-051_3-1.tif	91449	35941	450	450	Int16	405000	406513	e2742339c8b868bb2c83ec16d327f6102196a5b72d0b0818044d578cdc2bac71
195	tileSG-020-032_4-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-020-032/tileSG-020-032_4-2.tif	57699	36391	450	450	Int16	405000	406513	4eb1abdf2a58e2130c38871520a52a5e2e4553afbde8c216c0e4346698c870a2
196	tileSG-020-071_4-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-020-071/tileSG-020-071_4-2.tif	127899	36391	450	450	Int16	405000	406513	c89776653ed635420c3c82f7f0c7e0893a37cf348cc0fe6d7a36ad56e630621b
197	tileSG-020-083_4-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-020-083/tileSG-020-083_4-1.tif	149049	36391	450	450	Int16	405000	406511	1ada3f829353f784d7f87962db9c8cba17ae7ace585473ffc9e668509991045e
198	tileSG-021-029_1-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-021-029/tileSG-021-029_1-1.tif	51849	36841	450	450	Int16	405000	406513	949db978abd7535ae51fcdb134bd5051b36e9d55720fe67fb2f3096996899d7e
